epoch,learning_rate
0.14,4.931e-05
0.14,4.9305e-05
0.14,4.93e-05
0.14,4.9295e-05
0.14,4.9290000000000004e-05
0.14,4.928500000000001e-05
0.14,4.928e-05
0.14,4.9275000000000005e-05
0.15,4.927000000000001e-05
0.15,4.9265e-05
0.15,4.926e-05
0.15,4.9255e-05
0.15,4.9250000000000004e-05
0.15,4.9245e-05
0.15,4.924e-05
0.15,4.9235000000000005e-05
0.15,4.923e-05
0.15,4.9225000000000004e-05
0.16,4.9220000000000006e-05
0.16,4.9215e-05
0.16,4.921e-05
0.16,4.9205e-05
0.16,4.92e-05
0.16,4.9195e-05
0.16,4.919e-05
0.16,4.9185000000000004e-05
0.16,4.918000000000001e-05
0.16,4.9175e-05
0.17,4.9170000000000005e-05
0.17,4.9165e-05
0.17,4.9160000000000004e-05
0.17,4.9155e-05
0.17,4.915e-05
0.17,4.9145000000000005e-05
0.17,4.914e-05
0.17,4.9135e-05
0.17,4.9130000000000006e-05
0.17,4.9125e-05
0.18,4.9120000000000004e-05
0.18,4.9115e-05
0.18,4.911e-05
0.18,4.9105e-05
0.18,4.91e-05
0.18,4.9095000000000003e-05
0.18,4.9090000000000006e-05
0.18,4.9085e-05
0.18,4.9080000000000004e-05
0.18,4.907500000000001e-05
0.19,4.907e-05
0.19,4.9065e-05
0.19,4.906e-05
0.19,4.9055000000000004e-05
0.19,4.905e-05
0.19,4.9045e-05
0.19,4.9040000000000005e-05
0.19,4.9035e-05
0.19,4.903e-05
0.19,4.9025000000000006e-05
0.2,4.902e-05
0.2,4.9015e-05
0.2,4.901e-05
0.2,4.9005e-05
0.2,4.9e-05
0.2,4.8995e-05
0.2,4.8990000000000004e-05
0.2,4.8985000000000006e-05
0.2,4.898e-05
0.2,4.8975000000000005e-05
0.21,4.897000000000001e-05
0.21,4.8965e-05
0.21,4.896e-05
0.21,4.8955e-05
0.21,4.8950000000000004e-05
0.21,4.8945e-05
0.21,4.894e-05
0.21,4.8935000000000005e-05
0.21,4.893e-05
0.21,4.8925e-05
0.22,4.8920000000000006e-05
0.22,4.8915e-05
0.22,4.891e-05
0.22,4.8905e-05
0.22,4.89e-05
0.22,4.8895e-05
0.22,4.889e-05
0.22,4.8885000000000004e-05
0.22,4.8880000000000006e-05
0.22,4.8875e-05
0.23,4.8870000000000005e-05
0.23,4.8865e-05
0.23,4.886e-05
0.23,4.8855e-05
0.23,4.885e-05
0.23,4.8845000000000004e-05
0.23,4.884e-05
0.23,4.8835e-05
0.23,4.8830000000000005e-05
0.23,4.8825e-05
0.24,4.8820000000000004e-05
0.24,4.8815e-05
0.24,4.881e-05
0.24,4.8805e-05
0.24,4.88e-05
0.24,4.8795e-05
0.24,4.8790000000000006e-05
0.24,4.8785e-05
0.24,4.8780000000000004e-05
0.24,4.8775000000000007e-05
0.25,4.877e-05
0.25,4.8765e-05
0.25,4.876e-05
0.25,4.8755e-05
0.25,4.875e-05
0.25,4.8745e-05
0.25,4.8740000000000004e-05
0.25,4.8735e-05
0.25,4.873e-05
0.25,4.8725000000000005e-05
0.26,4.872000000000001e-05
0.26,4.8715000000000004e-05
0.26,4.871e-05
0.26,4.8705e-05
0.26,4.87e-05
0.26,4.8695e-05
0.26,4.869e-05
0.26,4.8685000000000006e-05
0.26,4.868e-05
0.26,4.8675000000000004e-05
0.27,4.867000000000001e-05
0.27,4.8665e-05
0.27,4.866e-05
0.27,4.8655e-05
0.27,4.8650000000000003e-05
0.27,4.8645e-05
0.27,4.864e-05
0.27,4.8635000000000004e-05
0.27,4.863e-05
0.27,4.8625e-05
0.28,4.8620000000000005e-05
0.28,4.861500000000001e-05
0.28,4.861e-05
0.28,4.8605e-05
0.28,4.86e-05
0.28,4.8595000000000005e-05
0.28,4.859e-05
0.28,4.8585e-05
0.28,4.8580000000000006e-05
0.28,4.8575e-05
0.29,4.8570000000000004e-05
0.29,4.856500000000001e-05
0.29,4.856e-05
0.29,4.8555e-05
0.29,4.855e-05
0.29,4.8545000000000004e-05
0.29,4.854e-05
0.29,4.8535e-05
0.29,4.8530000000000005e-05
0.29,4.8525e-05
0.3,4.852e-05
0.3,4.8515000000000006e-05
0.3,4.851e-05
0.3,4.8505e-05
0.3,4.85e-05
0.3,4.8495e-05
0.3,4.8490000000000005e-05
0.3,4.8485e-05
0.3,4.8480000000000003e-05
0.3,4.8475000000000006e-05
0.31,4.847e-05
0.31,4.8465000000000004e-05
0.31,4.846e-05
0.31,4.8455e-05
0.31,4.845e-05
0.31,4.8445e-05
0.31,4.8440000000000004e-05
0.31,4.8435e-05
0.31,4.843e-05
0.31,4.8425000000000005e-05
0.32,4.842000000000001e-05
0.32,4.8415e-05
0.32,4.841e-05
0.32,4.8405e-05
0.32,4.8400000000000004e-05
0.32,4.8395e-05
0.32,4.839e-05
0.32,4.8385000000000005e-05
0.32,4.838e-05
0.32,4.8375000000000004e-05
0.33,4.8370000000000006e-05
0.33,4.8365e-05
0.33,4.836e-05
0.33,4.8355e-05
0.33,4.835e-05
0.33,4.8345e-05
0.33,4.834e-05
0.33,4.8335000000000004e-05
0.33,4.833e-05
0.33,4.8325e-05
0.34,4.8320000000000005e-05
0.34,4.831500000000001e-05
0.34,4.8309999999999997e-05
0.34,4.8305e-05
0.34,4.83e-05
0.34,4.8295000000000004e-05
0.34,4.829e-05
0.34,4.8285e-05
0.34,4.8280000000000005e-05
0.34,4.8275e-05
0.35,4.8270000000000004e-05
0.35,4.8265000000000006e-05
0.35,4.826e-05
0.35,4.8255e-05
0.35,4.825e-05
0.35,4.8245e-05
0.35,4.824e-05
0.35,4.8235e-05
0.35,4.8230000000000004e-05
0.35,4.822500000000001e-05
0.36,4.822e-05
0.36,4.8215000000000005e-05
0.36,4.821e-05
0.36,4.8205000000000003e-05
0.36,4.82e-05
0.36,4.8195e-05
0.36,4.8190000000000004e-05
0.36,4.8185e-05
0.36,4.818e-05
0.36,4.8175000000000005e-05
0.37,4.817e-05
0.37,4.8165000000000004e-05
0.37,4.816e-05
0.37,4.8155e-05
0.37,4.815e-05
0.37,4.8145e-05
0.37,4.814e-05
0.37,4.8135e-05
0.37,4.813e-05
0.37,4.8125000000000004e-05
0.38,4.812000000000001e-05
0.38,4.8115e-05
0.38,4.8110000000000005e-05
0.38,4.8105e-05
0.38,4.8100000000000004e-05
0.38,4.8095e-05
0.38,4.809e-05
0.38,4.8085000000000005e-05
0.38,4.808e-05
0.38,4.8075e-05
0.39,4.8070000000000006e-05
0.39,4.8065e-05
0.39,4.8060000000000004e-05
0.39,4.8055e-05
0.39,4.805e-05
0.39,4.8045e-05
0.39,4.804e-05
0.39,4.8035000000000003e-05
0.39,4.8030000000000006e-05
0.39,4.8025e-05
0.4,4.8020000000000004e-05
0.4,4.801500000000001e-05
0.4,4.801e-05
0.4,4.8005e-05
0.4,4.8e-05
0.4,4.7995000000000004e-05
0.4,4.799e-05
0.4,4.7985e-05
0.4,4.7980000000000005e-05
0.4,4.7975e-05
0.41,4.797e-05
0.41,4.7965000000000006e-05
0.41,4.796e-05
0.41,4.7955e-05
0.41,4.795e-05
0.41,4.7945e-05
0.41,4.794e-05
0.41,4.7935e-05
0.41,4.7930000000000004e-05
0.41,4.7925000000000006e-05
0.42,4.792e-05
0.42,4.7915000000000005e-05
0.42,4.791000000000001e-05
0.42,4.7905e-05
0.42,4.79e-05
0.42,4.7895e-05
0.42,4.7890000000000004e-05
0.42,4.7885e-05
0.42,4.788e-05
0.42,4.7875000000000005e-05
0.42,4.787e-05
0.43,4.7865e-05
0.43,4.7860000000000006e-05
0.43,4.7855e-05
0.43,4.785e-05
0.43,4.7845e-05
0.43,4.784e-05
0.43,4.7835000000000005e-05
0.43,4.783e-05
0.43,4.7825000000000004e-05
0.43,4.7820000000000006e-05
0.44,4.7815e-05
0.44,4.7810000000000005e-05
0.44,4.7805e-05
0.44,4.78e-05
0.44,4.7795e-05
0.44,4.779e-05
0.44,4.7785000000000004e-05
0.44,4.778e-05
0.44,4.7775e-05
0.44,4.7770000000000005e-05
0.45,4.7765e-05
0.45,4.7760000000000004e-05
0.45,4.7755e-05
0.45,4.775e-05
0.45,4.7745e-05
0.45,4.774e-05
0.45,4.7735e-05
0.45,4.7730000000000005e-05
0.45,4.7725e-05
0.45,4.7720000000000004e-05
0.46,4.7715000000000006e-05
0.46,4.771e-05
0.46,4.7705e-05
0.46,4.77e-05
0.46,4.7695e-05
0.46,4.769e-05
0.46,4.7685e-05
0.46,4.7680000000000004e-05
0.46,4.7675e-05
0.46,4.767e-05
0.47,4.7665000000000005e-05
0.47,4.766000000000001e-05
0.47,4.7655e-05
0.47,4.765e-05
0.47,4.7645e-05
0.47,4.7640000000000005e-05
0.47,4.7635e-05
0.47,4.763e-05
0.47,4.7625000000000006e-05
0.47,4.762e-05
0.48,4.7615000000000004e-05
0.48,4.761000000000001e-05
0.48,4.7605e-05
0.48,4.76e-05
0.48,4.7595e-05
0.48,4.7590000000000003e-05
0.48,4.7585e-05
0.48,4.758e-05
0.48,4.7575000000000004e-05
0.48,4.757e-05
0.49,4.7565e-05
0.49,4.7560000000000005e-05
0.49,4.7555e-05
0.49,4.755e-05
0.49,4.7545e-05
0.49,4.754e-05
0.49,4.7535000000000005e-05
0.49,4.753e-05
0.49,4.7525e-05
0.49,4.7520000000000006e-05
0.5,4.7515e-05
0.5,4.7510000000000004e-05
0.5,4.7505e-05
0.5,4.75e-05
0.5,4.7495e-05
0.5,4.749e-05
0.5,4.7485000000000004e-05
0.5,4.748e-05
0.5,4.7475e-05
0.5,4.7470000000000005e-05
0.51,4.746500000000001e-05
0.51,4.746e-05
0.51,4.7455000000000006e-05
0.51,4.745e-05
0.51,4.7445e-05
0.51,4.744e-05
0.51,4.7435e-05
0.51,4.7430000000000005e-05
0.51,4.7425e-05
0.51,4.742e-05
0.52,4.7415000000000006e-05
0.52,4.741e-05
0.52,4.7405000000000004e-05
0.52,4.74e-05
0.52,4.7395e-05
0.52,4.739e-05
0.52,4.7385e-05
0.52,4.7380000000000004e-05
0.52,4.7375e-05
0.52,4.737e-05
0.53,4.7365000000000005e-05
0.53,4.736000000000001e-05
0.53,4.7355e-05
0.53,4.735e-05
0.53,4.7345e-05
0.53,4.7340000000000004e-05
0.53,4.7335e-05
0.53,4.733e-05
0.53,4.7325000000000005e-05
0.53,4.732e-05
0.54,4.7315000000000004e-05
0.54,4.7310000000000006e-05
0.54,4.7305e-05
0.54,4.73e-05
0.54,4.7295e-05
0.54,4.729e-05
0.54,4.7285e-05
0.54,4.728e-05
0.54,4.7275000000000004e-05
0.54,4.7270000000000007e-05
0.55,4.7265e-05
0.55,4.7260000000000005e-05
0.55,4.725500000000001e-05
0.55,4.7249999999999997e-05
0.55,4.7245e-05
0.55,4.724e-05
0.55,4.7235000000000004e-05
0.55,4.723e-05
0.55,4.7225e-05
0.55,4.7220000000000005e-05
0.56,4.7215e-05
0.56,4.7210000000000004e-05
0.56,4.7205000000000006e-05
0.56,4.72e-05
0.56,4.7195e-05
0.56,4.719e-05
0.56,4.7185e-05
0.56,4.718e-05
0.56,4.7175e-05
0.56,4.7170000000000004e-05
0.57,4.716500000000001e-05
0.57,4.716e-05
0.57,4.7155000000000005e-05
0.57,4.715e-05
0.57,4.7145000000000003e-05
0.57,4.714e-05
0.57,4.7135e-05
0.57,4.7130000000000004e-05
0.57,4.7125e-05
0.57,4.712e-05
0.58,4.7115000000000005e-05
0.58,4.711e-05
0.58,4.7105000000000004e-05
0.58,4.71e-05
0.58,4.7095e-05
0.58,4.709e-05
0.58,4.7085e-05
0.58,4.708e-05
0.58,4.7075e-05
0.58,4.707e-05
0.59,4.7065000000000004e-05
0.59,4.706000000000001e-05
0.59,4.7055e-05
0.59,4.705e-05
0.59,4.7045e-05
0.59,4.7040000000000004e-05
0.59,4.7035e-05
0.59,4.703e-05
0.59,4.7025000000000005e-05
0.59,4.702e-05
0.6,4.7015e-05
0.6,4.7010000000000006e-05
0.6,4.7005e-05
0.6,4.7e-05
0.6,4.6995e-05
0.6,4.699e-05
0.6,4.6985e-05
0.6,4.698e-05
0.6,4.6975000000000003e-05
0.6,4.6970000000000006e-05
0.61,4.6965e-05
0.61,4.6960000000000004e-05
0.61,4.695500000000001e-05
0.61,4.695e-05
0.61,4.6945e-05
0.61,4.694e-05
0.61,4.6935000000000004e-05
0.61,4.693e-05
0.61,4.6925e-05
0.61,4.6920000000000005e-05
0.62,4.6915e-05
0.62,4.691e-05
0.62,4.6905000000000006e-05
0.62,4.69e-05
0.62,4.6895e-05
0.62,4.689e-05
0.62,4.6885e-05
0.62,4.688e-05
0.62,4.6875e-05
0.62,4.6870000000000004e-05
0.63,4.6865000000000006e-05
0.63,4.686e-05
0.63,4.6855000000000005e-05
0.63,4.685000000000001e-05
0.63,4.6845e-05
0.63,4.684e-05
0.63,4.6835e-05
0.63,4.6830000000000004e-05
0.63,4.6825e-05
0.63,4.682e-05
0.64,4.6815000000000005e-05
0.64,4.681e-05
0.64,4.6805e-05
0.64,4.6800000000000006e-05
0.64,4.6795e-05
0.64,4.679e-05
0.64,4.6785e-05
0.64,4.678e-05
0.64,4.6775000000000005e-05
0.64,4.677e-05
0.65,4.6765000000000004e-05
0.65,4.6760000000000006e-05
0.65,4.6755e-05
0.65,4.6750000000000005e-05
0.65,4.6745e-05
0.65,4.674e-05
0.65,4.6735e-05
0.65,4.673e-05
0.65,4.6725000000000004e-05
0.65,4.672e-05
0.66,4.6715e-05
0.66,4.6710000000000005e-05
0.66,4.670500000000001e-05
0.66,4.6700000000000003e-05
0.66,4.6695e-05
0.66,4.669e-05
0.66,4.6685e-05
0.66,4.668e-05
0.66,4.6675e-05
0.66,4.6670000000000005e-05
0.67,4.6665e-05
0.67,4.6660000000000004e-05
0.67,4.6655000000000006e-05
0.67,4.665e-05
0.67,4.6645e-05
0.67,4.664e-05
0.67,4.6635e-05
0.67,4.663e-05
0.67,4.6625e-05
0.67,4.6620000000000004e-05
0.68,4.6615e-05
0.68,4.661e-05
0.68,4.6605000000000005e-05
0.68,4.660000000000001e-05
0.68,4.6595e-05
0.68,4.659e-05
0.68,4.6585e-05
0.68,4.6580000000000005e-05
0.68,4.6575e-05
0.68,4.657e-05
0.69,4.6565000000000006e-05
0.69,4.656e-05
0.69,4.6555000000000004e-05
0.69,4.655000000000001e-05
0.69,4.6545e-05
0.69,4.654e-05
0.69,4.6535e-05
0.69,4.6530000000000003e-05
0.69,4.6525e-05
0.69,4.652e-05
0.7,4.6515000000000004e-05
0.7,4.651e-05
0.7,4.6505e-05
0.7,4.6500000000000005e-05
0.7,4.6495e-05
0.7,4.649e-05
0.7,4.6485e-05
0.7,4.648e-05
0.7,4.6475000000000005e-05
0.7,4.647e-05
0.71,4.6465e-05
0.71,4.6460000000000006e-05
0.71,4.6455e-05
0.71,4.6450000000000004e-05
0.71,4.6445e-05
0.71,4.644e-05
0.71,4.6435e-05
0.71,4.643e-05
0.71,4.6425000000000004e-05
0.71,4.642e-05
0.72,4.6415e-05
0.72,4.6410000000000005e-05
0.72,4.640500000000001e-05
0.72,4.64e-05
0.72,4.6395e-05
0.72,4.639e-05
0.72,4.6385000000000004e-05
0.72,4.638e-05
0.72,4.6375e-05
0.72,4.6370000000000005e-05
0.73,4.6365e-05
0.73,4.636e-05
0.73,4.6355000000000006e-05
0.73,4.635e-05
0.73,4.6345e-05
0.73,4.634e-05
0.73,4.6335e-05
0.73,4.633e-05
0.73,4.6325e-05
0.73,4.6320000000000004e-05
0.74,4.6315e-05
0.74,4.631e-05
0.74,4.6305000000000005e-05
0.74,4.630000000000001e-05
0.74,4.6294999999999996e-05
0.74,4.629e-05
0.74,4.6285e-05
0.74,4.6280000000000004e-05
0.74,4.6275e-05
0.74,4.627e-05
0.75,4.6265000000000005e-05
0.75,4.626e-05
0.75,4.6255000000000004e-05
0.75,4.6250000000000006e-05
0.75,4.6245e-05
0.75,4.624e-05
0.75,4.6235e-05
0.75,4.623e-05
0.75,4.6225e-05
0.75,4.622e-05
0.76,4.6215000000000004e-05
0.76,4.6210000000000006e-05
0.76,4.6205e-05
0.76,4.6200000000000005e-05
0.76,4.619500000000001e-05
0.76,4.619e-05
0.76,4.6185e-05
0.76,4.618e-05
0.76,4.6175000000000004e-05
0.76,4.617e-05
0.77,4.6165e-05
0.77,4.6160000000000005e-05
0.77,4.6155e-05
0.77,4.6150000000000004e-05
0.77,4.6145000000000006e-05
0.77,4.614e-05
0.77,4.6135e-05
0.77,4.613e-05
0.77,4.6125e-05
0.77,4.612e-05
0.78,4.6115e-05
0.78,4.6110000000000004e-05
0.78,4.610500000000001e-05
0.78,4.61e-05
0.78,4.6095000000000005e-05
0.78,4.609e-05
0.78,4.6085000000000003e-05
0.78,4.608e-05
0.78,4.6075e-05
0.78,4.6070000000000004e-05
0.79,4.6065e-05
0.79,4.606e-05
0.79,4.6055000000000005e-05
0.79,4.605e-05
0.79,4.6045000000000004e-05
0.79,4.604e-05
0.79,4.6035e-05
0.79,4.603e-05
0.79,4.6025e-05
0.79,4.602e-05
0.8,4.6015000000000006e-05
0.8,4.601e-05
0.8,4.6005000000000004e-05
0.8,4.600000000000001e-05
0.8,4.5995e-05
0.8,4.599e-05
0.8,4.5985e-05
0.8,4.5980000000000004e-05
0.8,4.5975e-05
0.8,4.597e-05
0.81,4.5965000000000005e-05
0.81,4.596e-05
0.81,4.5955e-05
0.81,4.5950000000000006e-05
0.81,4.5945e-05
0.81,4.594e-05
0.81,4.5935e-05
0.81,4.593e-05
0.81,4.5925e-05
0.81,4.592e-05
0.82,4.5915000000000003e-05
0.82,4.5910000000000006e-05
0.82,4.5905e-05
0.82,4.5900000000000004e-05
0.82,4.589500000000001e-05
0.82,4.589e-05
0.82,4.5885e-05
0.82,4.588e-05
0.82,4.5875000000000004e-05
0.82,4.587e-05
0.83,4.5865e-05
0.83,4.5860000000000005e-05
0.83,4.5855e-05
0.83,4.585e-05
0.83,4.5845000000000006e-05
0.83,4.584e-05
0.83,4.5835e-05
0.83,4.583e-05
0.83,4.5825e-05
0.83,4.5820000000000005e-05
0.83,4.5815e-05
0.84,4.5810000000000004e-05
0.84,4.5805000000000006e-05
0.84,4.58e-05
0.84,4.5795000000000005e-05
0.84,4.579e-05
0.84,4.5785e-05
0.84,4.578e-05
0.84,4.5775e-05
0.84,4.5770000000000004e-05
0.84,4.5765e-05
0.85,4.576e-05
0.85,4.5755000000000005e-05
0.85,4.575e-05
0.85,4.5745e-05
0.85,4.574e-05
0.85,4.5735e-05
0.85,4.573e-05
0.85,4.5725e-05
0.85,4.572e-05
0.85,4.5715000000000005e-05
0.86,4.571e-05
0.86,4.5705000000000004e-05
0.86,4.5700000000000006e-05
0.86,4.5695e-05
0.86,4.569e-05
0.86,4.5685e-05
0.86,4.568e-05
0.86,4.5675e-05
0.86,4.567e-05
0.86,4.5665000000000004e-05
0.87,4.566e-05
0.87,4.5655e-05
0.87,4.5650000000000005e-05
0.87,4.564500000000001e-05
0.87,4.564e-05
0.87,4.5635e-05
0.87,4.563e-05
0.87,4.5625e-05
0.87,4.562e-05
0.87,4.5615e-05
0.88,4.5610000000000005e-05
0.88,4.5605e-05
0.88,4.5600000000000004e-05
0.88,4.5595000000000006e-05
0.88,4.559e-05
0.88,4.5585e-05
0.88,4.558e-05
0.88,4.5575e-05
0.88,4.557e-05
0.88,4.5565e-05
0.89,4.5560000000000004e-05
0.89,4.5555e-05
0.89,4.555e-05
0.89,4.5545000000000005e-05
0.89,4.554000000000001e-05
0.89,4.5535e-05
0.89,4.553e-05
0.89,4.5525e-05
0.89,4.5520000000000005e-05
0.89,4.5515e-05
0.9,4.551e-05
0.9,4.5505000000000006e-05
0.9,4.55e-05
0.9,4.5495000000000004e-05
0.9,4.549000000000001e-05
0.9,4.5485e-05
0.9,4.548e-05
0.9,4.5475e-05
0.9,4.5470000000000003e-05
0.9,4.5465e-05
0.91,4.546e-05
0.91,4.5455000000000004e-05
0.91,4.545000000000001e-05
0.91,4.5445e-05
0.91,4.5440000000000005e-05
0.91,4.5435e-05
0.91,4.543e-05
0.91,4.5425e-05
0.91,4.542e-05
0.91,4.5415000000000005e-05
0.92,4.541e-05
0.92,4.5405e-05
0.92,4.5400000000000006e-05
0.92,4.5395e-05
0.92,4.5390000000000004e-05
0.92,4.5385e-05
0.92,4.538e-05
0.92,4.5375e-05
0.92,4.537e-05
0.92,4.5365000000000004e-05
0.93,4.536e-05
0.93,4.5355e-05
0.93,4.5350000000000005e-05
0.93,4.534500000000001e-05
0.93,4.534e-05
0.93,4.5335e-05
0.93,4.533e-05
0.93,4.5325000000000004e-05
0.93,4.532e-05
0.93,4.5315e-05
0.94,4.5310000000000005e-05
0.94,4.5305e-05
0.94,4.53e-05
0.94,4.5295000000000006e-05
0.94,4.529e-05
0.94,4.5285e-05
0.94,4.528e-05
0.94,4.5275e-05
0.94,4.527e-05
0.94,4.5265e-05
0.95,4.5260000000000004e-05
0.95,4.5255000000000006e-05
0.95,4.525e-05
0.95,4.5245000000000005e-05
0.95,4.524000000000001e-05
0.95,4.5234999999999996e-05
0.95,4.523e-05
0.95,4.5225e-05
0.95,4.5220000000000004e-05
0.95,4.5215e-05
0.96,4.521e-05
0.96,4.5205000000000005e-05
0.96,4.52e-05
0.96,4.5195000000000004e-05
0.96,4.5190000000000006e-05
0.96,4.5185e-05
0.96,4.518e-05
0.96,4.5175e-05
0.96,4.517e-05
0.96,4.5165e-05
0.97,4.516e-05
0.97,4.5155000000000004e-05
0.97,4.5150000000000006e-05
0.97,4.5145e-05
0.97,4.5140000000000005e-05
0.97,4.5135e-05
0.97,4.513e-05
0.97,4.5125e-05
0.97,4.512e-05
0.97,4.5115000000000004e-05
0.98,4.511e-05
0.98,4.5105e-05
0.98,4.5100000000000005e-05
0.98,4.5095e-05
0.98,4.5090000000000004e-05
0.98,4.5085e-05
0.98,4.508e-05
0.98,4.5075e-05
0.98,4.507e-05
0.98,4.5065e-05
0.99,4.506e-05
0.99,4.5055e-05
0.99,4.5050000000000004e-05
0.99,4.504500000000001e-05
0.99,4.504e-05
0.99,4.5035e-05
0.99,4.503e-05
0.99,4.5025000000000003e-05
0.99,4.502e-05
0.99,4.5015e-05
1.0,4.5010000000000004e-05
1.0,4.5005e-05
1.0,4.5e-05
1.0,4.4995000000000005e-05
1.0,4.499e-05
1.0,4.4985000000000004e-05
1.0,4.498e-05
1.0,4.4975e-05
1.0,4.497e-05
1.0,4.4965e-05
1.01,4.496e-05
1.01,4.4955000000000006e-05
1.01,4.495e-05
1.01,4.4945000000000004e-05
1.01,4.494000000000001e-05
1.01,4.4935e-05
1.01,4.493e-05
1.01,4.4925e-05
1.01,4.4920000000000004e-05
1.01,4.4915e-05
1.02,4.491e-05
1.02,4.4905000000000005e-05
1.02,4.49e-05
1.02,4.4895e-05
1.02,4.4890000000000006e-05
1.02,4.488500000000001e-05
1.02,4.488e-05
1.02,4.4875e-05
1.02,4.487e-05
1.02,4.4865e-05
1.03,4.486e-05
1.03,4.4855e-05
1.03,4.4850000000000006e-05
1.03,4.4845e-05
1.03,4.4840000000000004e-05
1.03,4.483500000000001e-05
1.03,4.483e-05
1.03,4.4825e-05
1.03,4.482e-05
1.03,4.4815000000000004e-05
1.04,4.481e-05
1.04,4.4805e-05
1.04,4.4800000000000005e-05
1.04,4.4795e-05
1.04,4.479e-05
1.04,4.4785000000000006e-05
1.04,4.478e-05
1.04,4.4775e-05
1.04,4.477e-05
1.04,4.4765e-05
1.05,4.4760000000000005e-05
1.05,4.4755e-05
1.05,4.4750000000000004e-05
1.05,4.4745000000000006e-05
1.05,4.474e-05
1.05,4.4735000000000005e-05
1.05,4.473e-05
1.05,4.4725e-05
1.05,4.472e-05
1.05,4.4715e-05
1.06,4.4710000000000004e-05
1.06,4.4705e-05
1.06,4.47e-05
1.06,4.4695000000000005e-05
1.06,4.469e-05
1.06,4.4685e-05
1.06,4.468e-05
1.06,4.4675e-05
1.06,4.467e-05
1.06,4.4665e-05
1.07,4.466e-05
1.07,4.4655000000000005e-05
1.07,4.465e-05
1.07,4.4645000000000004e-05
1.07,4.4640000000000006e-05
1.07,4.4635e-05
1.07,4.463e-05
1.07,4.4625e-05
1.07,4.462e-05
